zip,city,state,type
21862,Showell,MD,STANDARD
21863,Snow Hill,MD,STANDARD
21864,Stockton,MD,STANDARD
21865,Tyaskin,MD,STANDARD
21866,Tylerton,MD,PO BOX
21867,Upper Fairmount,MD,PO BOX
21869,Vienna,MD,STANDARD
21871,Westover,MD,STANDARD
21872,Whaleyville,MD,STANDARD
21874,Willards,MD,STANDARD
21875,Delmar,MD,STANDARD
21890,Westover,MD,UNIQUE
21901,North East,MD,STANDARD
21902,Perry Point,MD,PO BOX
21903,Perryville,MD,STANDARD
21904,Port Deposit,MD,STANDARD
21911,Rising Sun,MD,STANDARD
21912,Warwick,MD,STANDARD
21913,Cecilton,MD,PO BOX
21914,Charlestown,MD,PO BOX
21915,Chesapeake City,MD,STANDARD
21916,Childs,MD,PO BOX
21917,Colora,MD,STANDARD
21918,Conowingo,MD,STANDARD
21919,Earleville,MD,STANDARD
21920,Elk Mills,MD,PO BOX
21921,Elkton,MD,STANDARD
21922,Elkton,MD,PO BOX
21930,Georgetown,MD,PO BOX
22003,Annandale,VA,STANDARD
22009,Burke,VA,PO BOX
22015,Burke,VA,STANDARD
22025,Dumfries,VA,STANDARD
22026,Dumfries,VA,STANDARD
22027,Dunn Loring,VA,STANDARD
22030,Fairfax,VA,STANDARD
22031,Fairfax,VA,STANDARD
22032,Fairfax,VA,STANDARD
22033,Fairfax,VA,STANDARD
22034,Fairfax,VA,STANDARD
22035,Fairfax,VA,STANDARD
22036,Fairfax,VA,STANDARD
22037,Fairfax,VA,UNIQUE
22038,Fairfax,VA,PO BOX
22039,Fairfax Station,VA,STANDARD
22040,Falls Church,VA,PO BOX
22041,Falls Church,VA,STANDARD
22042,Falls Church,VA,STANDARD
22043,Falls Church,VA,STANDARD
22044,Falls Church,VA,STANDARD
22046,Falls Church,VA,STANDARD
22047,Falls Church,VA,UNIQUE
22060,Fort Belvoir,VA,STANDARD
22066,Great Falls,VA,STANDARD
22067,Greenway,VA,STANDARD
22079,Lorton,VA,STANDARD
22081,Merrifield,VA,STANDARD
22082,Merrifield,VA,UNIQUE
22092,Herndon,VA,UNIQUE
22093,Ashburn,VA,UNIQUE
22095,Herndon,VA,UNIQUE
22096,Reston,VA,UNIQUE
22101,Mc Lean,VA,STANDARD
22102,Mc Lean,VA,STANDARD
22103,West Mclean,VA,PO BOX
22106,Mc Lean,VA,PO BOX
22107,Mc Lean,VA,UNIQUE
22108,Mc Lean,VA,UNIQUE
22109,Mc Lean,VA,UNIQUE
22116,Merrifield,VA,PO BOX
22118,Merrifield,VA,UNIQUE
22119,Merrifield,VA,UNIQUE
22120,Merrifield,VA,UNIQUE
22121,Mount Vernon,VA,PO BOX
22122,Newington,VA,PO BOX
22124,Oakton,VA,STANDARD
22125,Occoquan,VA,PO BOX
22134,Quantico,VA,STANDARD
22135,Quantico,VA,UNIQUE
22150,Springfield,VA,STANDARD
22151,Springfield,VA,STANDARD
22152,Springfield,VA,STANDARD
22153,Springfield,VA,STANDARD
22156,Springfield,VA,UNIQUE
22158,Springfield,VA,UNIQUE
22159,Springfield,VA,STANDARD
22160,Springfield,VA,UNIQUE
22161,Springfield,VA,UNIQUE
22172,Triangle,VA,STANDARD
22180,Vienna,VA,STANDARD
22181,Vienna,VA,STANDARD
22182,Vienna,VA,STANDARD
22183,Vienna,VA,PO BOX
22184,Vienna,VA,UNIQUE
22185,Vienna,VA,UNIQUE
22191,Woodbridge,VA,STANDARD
22192,Woodbridge,VA,STANDARD
22193,Woodbridge,VA,STANDARD
22194,Woodbridge,VA,PO BOX
22195,Woodbridge,VA,PO BOX
22199,Lorton,VA,PO BOX
22201,Arlington,VA,STANDARD
22202,Arlington,VA,STANDARD
22203,Arlington,VA,STANDARD
22204,Arlington,VA,STANDARD
22205,Arlington,VA,STANDARD
22206,Arlington,VA,STANDARD
22207,Arlington,VA,STANDARD
22209,Arlington,VA,STANDARD
22210,Arlington,VA,PO BOX
22211,Fort Myer,VA,STANDARD
22212,Arlington,VA,UNIQUE
22213,Arlington,VA,STANDARD
22214,Arlington,VA,STANDARD
22215,Arlington,VA,PO BOX
22216,Arlington,VA,PO BOX
22217,Arlington,VA,UNIQUE
22218,Arlington,VA,UNIQUE
22219,Arlington,VA,PO BOX
22222,Arlington,VA,UNIQUE
22223,Arlington,VA,UNIQUE
22225,Arlington,VA,UNIQUE
22226,Arlington,VA,UNIQUE
22227,Arlington,VA,UNIQUE
22229,Arlington,VA,UNIQUE
22230,Arlington,VA,UNIQUE
22234,Arlington,VA,UNIQUE
22240,Arlington,VA,UNIQUE
22241,Arlington,VA,UNIQUE
22242,Arlington,VA,UNIQUE
22243,Arlington,VA,UNIQUE
22244,Arlington,VA,UNIQUE
22245,Arlington,VA,UNIQUE
22246,Arlington,VA,UNIQUE
22301,Alexandria,VA,STANDARD
22302,Alexandria,VA,STANDARD
22303,Alexandria,VA,STANDARD
22304,Alexandria,VA,STANDARD
22305,Alexandria,VA,STANDARD
22306,Alexandria,VA,STANDARD
22307,Alexandria,VA,STANDARD
22308,Alexandria,VA,STANDARD
22309,Alexandria,VA,STANDARD
22310,Alexandria,VA,STANDARD
22311,Alexandria,VA,STANDARD
22312,Alexandria,VA,STANDARD
22313,Alexandria,VA,PO BOX
22314,Alexandria,VA,STANDARD
22315,Alexandria,VA,STANDARD
22320,Alexandria,VA,PO BOX
22321,Alexandria,VA,UNIQUE
22331,Alexandria,VA,STANDARD
22332,Alexandria,VA,STANDARD
22333,Alexandria,VA,UNIQUE
22334,Alexandria,VA,UNIQUE
22336,Alexandria,VA,UNIQUE
22350,Alexandria,VA,UNIQUE
22401,Fredericksburg,VA,STANDARD
22402,Fredericksburg,VA,PO BOX
22403,Fredericksburg,VA,PO BOX
22404,Fredericksburg,VA,PO BOX
22405,Fredericksburg,VA,STANDARD
22406,Fredericksburg,VA,STANDARD
22407,Fredericksburg,VA,STANDARD
22408,Fredericksburg,VA,STANDARD
22412,Fredericksburg,VA,UNIQUE
22427,Bowling Green,VA,STANDARD
22428,Bowling Green,VA,UNIQUE
22430,Brooke,VA,PO BOX
22432,Burgess,VA,STANDARD
22433,Burr Hill,VA,STANDARD
22435,Callao,VA,STANDARD
22436,Caret,VA,STANDARD
22437,Center Cross,VA,STANDARD
22438,Champlain,VA,STANDARD
22442,Coles Point,VA,PO BOX
22443,Colonial Beach,VA,STANDARD
22446,Corbin,VA,PO BOX
22448,Dahlgren,VA,STANDARD
22451,Dogue,VA,PO BOX
22454,Dunnsville,VA,STANDARD
22456,Edwardsville,VA,PO BOX
22460,Farnham,VA,STANDARD
22463,Garrisonville,VA,PO BOX
22469,Hague,VA,STANDARD
22471,Hartwood,VA,PO BOX
22472,Haynesville,VA,PO BOX
22473,Heathsville,VA,STANDARD
22476,Hustle,VA,STANDARD
22480,Irvington,VA,STANDARD
22481,Jersey,VA,PO BOX
22482,Kilmarnock,VA,STANDARD
22485,King George,VA,STANDARD
22488,Kinsale,VA,STANDARD
22501,Ladysmith,VA,STANDARD
22503,Lancaster,VA,STANDARD
22504,Laneview,VA,STANDARD
22507,Lively,VA,PO BOX
22508,Locust Grove,VA,STANDARD
22509,Loretto,VA,STANDARD
22511,Lottsburg,VA,STANDARD
22513,Merry Point,VA,PO BOX
22514,Milford,VA,STANDARD
22517,Mollusk,VA,PO BOX
22520,Montross,VA,STANDARD
22523,Morattico,VA,PO BOX
22524,Mount Holly,VA,PO BOX
22526,Ninde,VA,PO BOX
22528,Nuttsville,VA,PO BOX
22529,Oldhams,VA,PO BOX
22530,Ophelia,VA,PO BOX
22534,Partlow,VA,STANDARD
22535,Port Royal,VA,STANDARD
22538,Rappahannock Academy,VA,STANDARD
22539,Reedville,VA,STANDARD
22542,Rhoadesville,VA,STANDARD
22544,Rollins Fork,VA,PO BOX
22545,Ruby,VA,PO BOX
22546,Ruther Glen,VA,STANDARD
22547,Sealston,VA,PO BOX
22548,Sharps,VA,PO BOX
22551,Spotsylvania,VA,STANDARD
22552,Sparta,VA,PO BOX
22553,Spotsylvania,VA,STANDARD
22554,Stafford,VA,STANDARD
22555,Stafford,VA,PO BOX
22556,Stafford,VA,STANDARD
22558,Stratford,VA,PO BOX
22560,Tappahannock,VA,STANDARD
22565,Thornburg,VA,PO BOX
22567,Unionville,VA,STANDARD
22570,Village,VA,PO BOX
22572,Warsaw,VA,STANDARD
22576,Weems,VA,STANDARD
22577,Sandy Point,VA,PO BOX
22578,White Stone,VA,STANDARD
22579,Wicomico Church,VA,PO BOX
22580,Woodford,VA,STANDARD
22581,Zacata,VA,PO BOX
22601,Winchester,VA,STANDARD
22602,Winchester,VA,STANDARD
22603,Winchester,VA,STANDARD
22604,Winchester,VA,PO BOX
22610,Bentonville,VA,STANDARD
22611,Berryville,VA,STANDARD
22620,Boyce,VA,STANDARD
22622,Brucetown,VA,PO BOX
22623,Chester Gap,VA,STANDARD
22624,Clear Brook,VA,STANDARD
22625,Cross Junction,VA,STANDARD
22626,Fishers Hill,VA,PO BOX
22627,Flint Hill,VA,STANDARD
22630,Front Royal,VA,STANDARD
22637,Gore,VA,STANDARD
22639,Hume,VA,STANDARD
22640,Huntly,VA,STANDARD
22641,Strasburg,VA,STANDARD
22642,Linden,VA,STANDARD
22643,Markham,VA,STANDARD
22644,Maurertown,VA,STANDARD
22645,Middletown,VA,STANDARD
22646,Millwood,VA,PO BOX
22649,Middletown,VA,STANDARD
22650,Rileyville,VA,STANDARD
22652,Fort Valley,VA,STANDARD
22654,Star Tannery,VA,STANDARD
22655,Stephens City,VA,STANDARD
22656,Stephenson,VA,STANDARD
22657,Strasburg,VA,STANDARD
22660,Toms Brook,VA,STANDARD
22663,White Post,VA,STANDARD
22664,Woodstock,VA,STANDARD
22701,Culpeper,VA,STANDARD
22709,Aroda,VA,STANDARD
22711,Banco,VA,STANDARD
22712,Bealeton,VA,STANDARD
22713,Boston,VA,STANDARD
22714,Brandy Station,VA,STANDARD
22715,Brightwood,VA,STANDARD
22716,Castleton,VA,STANDARD
22718,Elkwood,VA,STANDARD
22719,Etlan,VA,STANDARD
22720,Goldvein,VA,STANDARD
22721,Graves Mill,VA,STANDARD
22722,Haywood,VA,STANDARD
22723,Hood,VA,STANDARD
22724,Jeffersonton,VA,STANDARD
22725,Leon,VA,STANDARD
22726,Lignum,VA,STANDARD
22727,Madison,VA,STANDARD
22728,Midland,VA,STANDARD
22729,Mitchells,VA,STANDARD
22730,Oakpark,VA,STANDARD
22731,Pratts,VA,STANDARD
22732,Radiant,VA,STANDARD
22733,Rapidan,VA,STANDARD
22734,Remington,VA,STANDARD
22735,Reva,VA,STANDARD
22736,Richardsville,VA,STANDARD
22737,Rixeyville,VA,STANDARD
22738,Rochelle,VA,STANDARD
22739,Somerville,VA,PO BOX
22740,Sperryville,VA,STANDARD
22741,Stevensburg,VA,STANDARD
22742,Sumerduck,VA,STANDARD
22743,Syria,VA,STANDARD
22746,Viewtown,VA,STANDARD
22747,Washington,VA,STANDARD
22748,Wolftown,VA,PO BOX
22749,Woodville,VA,STANDARD
22801,Harrisonburg,VA,STANDARD
22802,Harrisonburg,VA,STANDARD
22803,Harrisonburg,VA,PO BOX
22807,Harrisonburg,VA,UNIQUE
22810,Basye,VA,STANDARD
22811,Bergton,VA,STANDARD
22812,Bridgewater,VA,STANDARD
22815,Broadway,VA,STANDARD
22820,Criders,VA,STANDARD
22821,Dayton,VA,STANDARD
22824,Edinburg,VA,STANDARD
22827,Elkton,VA,STANDARD
22830,Fulks Run,VA,STANDARD
22831,Hinton,VA,STANDARD
22832,Keezletown,VA,STANDARD
22833,Lacey Spring,VA,PO BOX
22834,Linville,VA,STANDARD
22835,Luray,VA,STANDARD
22840,Mc Gaheysville,VA,STANDARD
22841,Mount Crawford,VA,STANDARD
22842,Mount Jackson,VA,STANDARD
22843,Mount Solon,VA,STANDARD
22844,New Market,VA,STANDARD
22845,Orkney Springs,VA,STANDARD
22846,Penn Laird,VA,STANDARD
22847,Quicksburg,VA,STANDARD
22848,Pleasant Valley,VA,PO BOX
22849,Shenandoah,VA,STANDARD
22850,Singers Glen,VA,STANDARD
22851,Stanley,VA,STANDARD
22853,Timberville,VA,STANDARD
22901,Charlottesville,VA,STANDARD
22902,Charlottesville,VA,STANDARD
22903,Charlottesville,VA,STANDARD
22904,Charlottesville,VA,STANDARD
22905,Charlottesville,VA,PO BOX
22906,Charlottesville,VA,PO BOX
22907,Charlottesville,VA,UNIQUE
22908,Charlottesville,VA,UNIQUE
22909,Charlottesville,VA,UNIQUE
22910,Charlottesville,VA,UNIQUE
22911,Charlottesville,VA,STANDARD
22920,Afton,VA,STANDARD
22922,Arrington,VA,STANDARD
22923,Barboursville,VA,STANDARD
22924,Batesville,VA,PO BOX
22931,Covesville,VA,STANDARD
22932,Crozet,VA,STANDARD
22935,Dyke,VA,STANDARD
22936,Earlysville,VA,STANDARD
22937,Esmont,VA,STANDARD
22938,Faber,VA,STANDARD
22939,Fishersville,VA,STANDARD
22940,Free Union,VA,STANDARD
22942,Gordonsville,VA,STANDARD
22943,Greenwood,VA,STANDARD
22945,Ivy,VA,PO BOX
22946,Keene,VA,STANDARD
22947,Keswick,VA,STANDARD
22948,Locust Dale,VA,STANDARD
22949,Lovingston,VA,STANDARD
22952,Lyndhurst,VA,STANDARD
22957,Montpelier Station,VA,PO BOX
22958,Nellysford,VA,STANDARD
22959,North Garden,VA,STANDARD
22960,Orange,VA,STANDARD
22963,Palmyra,VA,STANDARD
22964,Piney River,VA,STANDARD
22965,Quinque,VA,PO BOX
22967,Roseland,VA,STANDARD
22968,Ruckersville,VA,STANDARD
22969,Schuyler,VA,STANDARD
22971,Shipman,VA,STANDARD
22972,Somerset,VA,STANDARD
22973,Stanardsville,VA,STANDARD
22974,Troy,VA,STANDARD
22976,Tyro,VA,STANDARD
22980,Waynesboro,VA,STANDARD
22987,White Hall,VA,PO BOX
22989,Woodberry Forest,VA,PO BOX
23001,Achilles,VA,PO BOX
23002,Amelia Court House,VA,STANDARD
23003,Ark,VA,PO BOX
23004,Arvonia,VA,STANDARD
23005,Ashland,VA,STANDARD
23009,Aylett,VA,STANDARD
23011,Barhamsville,VA,STANDARD
23014,Beaumont,VA,STANDARD
23015,Beaverdam,VA,STANDARD
23018,Bena,VA,PO BOX
23021,Bohannon,VA,STANDARD
23022,Bremo Bluff,VA,STANDARD
23023,Bruington,VA,STANDARD
23024,Bumpass,VA,STANDARD
23025,Cardinal,VA,STANDARD
23027,Cartersville,VA,STANDARD
23030,Charles City,VA,STANDARD
23031,Christchurch,VA,PO BOX
23032,Church View,VA,STANDARD
23035,Cobbs Creek,VA,STANDARD
23038,Columbia,VA,STANDARD
23039,Crozier,VA,STANDARD
23040,Cumberland,VA,STANDARD
23043,Deltaville,VA,STANDARD
23045,Diggs,VA,STANDARD
23047,Doswell,VA,STANDARD
23050,Dutton,VA,STANDARD
23055,Fork Union,VA,STANDARD
23056,Foster,VA,STANDARD
23058,Glen Allen,VA,PO BOX
23059,Glen Allen,VA,STANDARD
23060,Glen Allen,VA,STANDARD
23061,Gloucester,VA,STANDARD
23062,Gloucester Point,VA,STANDARD
23063,Goochland,VA,STANDARD
23064,Grimstead,VA,PO BOX
23065,Gum Spring,VA,STANDARD
23066,Gwynn,VA,PO BOX
23067,Hadensville,VA,PO BOX
23068,Hallieford,VA,STANDARD
23069,Hanover,VA,STANDARD
23070,Hardyville,VA,STANDARD
23071,Hartfield,VA,STANDARD
23072,Hayes,VA,STANDARD
23075,Henrico,VA,STANDARD
23076,Hudgins,VA,STANDARD
23079,Jamaica,VA,STANDARD
23081,Jamestown,VA,PO BOX
23083,Jetersville,VA,STANDARD
23084,Kents Store,VA,STANDARD
23085,King And Queen Court House,VA,STANDARD
23086,King William,VA,STANDARD
23089,Lanexa,VA,STANDARD
23090,Lightfoot,VA,PO BOX
23091,Little Plymouth,VA,STANDARD
23092,Locust Hill,VA,STANDARD
23093,Louisa,VA,STANDARD
23101,Macon,VA,PO BOX
23102,Maidens,VA,STANDARD
23103,Manakin Sabot,VA,STANDARD
23105,Mannboro,VA,PO BOX
23106,Manquin,VA,STANDARD
23107,Maryus,VA,PO BOX
23108,Mascot,VA,STANDARD
23109,Mathews,VA,STANDARD
23110,Mattaponi,VA,STANDARD
23111,Mechanicsville,VA,STANDARD
23112,Midlothian,VA,STANDARD
23113,Midlothian,VA,STANDARD
23114,Midlothian,VA,STANDARD
23115,Millers Tavern,VA,PO BOX
23116,Mechanicsville,VA,STANDARD
23117,Mineral,VA,STANDARD
23119,Moon,VA,STANDARD
23120,Moseley,VA,STANDARD
23123,New Canton,VA,STANDARD
23124,New Kent,VA,STANDARD
23125,New Point,VA,STANDARD
23126,Newtown,VA,STANDARD
23127,Norge,VA,PO BOX
23128,North,VA,STANDARD
23129,Oilville,VA,STANDARD
23130,Onemo,VA,STANDARD
23131,Ordinary,VA,PO BOX
23138,Port Haywood,VA,STANDARD
23139,Powhatan,VA,STANDARD
23140,Providence Forge,VA,STANDARD
23141,Quinton,VA,STANDARD
23146,Rockville,VA,STANDARD
23147,Ruthville,VA,PO BOX
23148,Saint Stephens Church,VA,STANDARD
23149,Saluda,VA,STANDARD
23150,Sandston,VA,STANDARD
23153,Sandy Hook,VA,STANDARD
23154,Schley,VA,PO BOX
23155,Severn,VA,PO BOX
23156,Shacklefords,VA,STANDARD
23160,State Farm,VA,STANDARD
23161,Stevensville,VA,STANDARD
23162,Studley,VA,PO BOX
23163,Susan,VA,STANDARD
23168,Toano,VA,STANDARD
23169,Topping,VA,STANDARD
23170,Trevilians,VA,PO BOX
23173,Richmond,VA,UNIQUE
23175,Urbanna,VA,STANDARD
23176,Wake,VA,STANDARD
23177,Walkerton,VA,STANDARD
23178,Ware Neck,VA,PO BOX
23180,Water View,VA,STANDARD
23181,West Point,VA,STANDARD
23183,White Marsh,VA,PO BOX
23184,Wicomico,VA,PO BOX
23185,Williamsburg,VA,STANDARD
23186,Williamsburg,VA,UNIQUE
23187,Williamsburg,VA,PO BOX
23188,Williamsburg,VA,STANDARD
23190,Woods Cross Roads,VA,PO BOX
23192,Montpelier,VA,STANDARD
23218,Richmond,VA,PO BOX
23219,Richmond,VA,STANDARD
23220,Richmond,VA,STANDARD
23221,Richmond,VA,STANDARD
23222,Richmond,VA,STANDARD
23223,Richmond,VA,STANDARD
23224,Richmond,VA,STANDARD
23225,Richmond,VA,STANDARD
23226,Richmond,VA,STANDARD
23227,Richmond,VA,STANDARD
23228,Henrico,VA,STANDARD
23229,Henrico,VA,STANDARD
23230,Richmond,VA,STANDARD
23231,Henrico,VA,STANDARD
23232,Richmond,VA,STANDARD
23233,Henrico,VA,STANDARD
23234,Richmond,VA,STANDARD
23235,Richmond,VA,STANDARD
23236,Richmond,VA,STANDARD
23237,Richmond,VA,STANDARD
23238,Henrico,VA,STANDARD
23240,Richmond,VA,STANDARD
23241,Richmond,VA,PO BOX
23242,Henrico,VA,PO BOX
23249,Richmond,VA,UNIQUE
23250,Richmond,VA,STANDARD
23255,Henrico,VA,PO BOX
23260,Richmond,VA,PO BOX
23261,Richmond,VA,PO BOX
23269,Richmond,VA,UNIQUE
23273,Henrico,VA,UNIQUE
23274,Richmond,VA,UNIQUE
23276,Richmond,VA,UNIQUE
23278,Richmond,VA,UNIQUE
23279,Richmond,VA,UNIQUE
23282,Richmond,VA,UNIQUE
23284,Richmond,VA,PO BOX
23285,Richmond,VA,PO BOX
23286,Richmond,VA,UNIQUE
23288,Henrico,VA,UNIQUE
23289,Richmond,VA,UNIQUE
23290,Richmond,VA,UNIQUE
23291,Richmond,VA,UNIQUE
23292,Richmond,VA,UNIQUE
23293,Richmond,VA,UNIQUE
23294,Henrico,VA,STANDARD
23295,Richmond,VA,UNIQUE
23297,Richmond,VA,UNIQUE
23298,Richmond,VA,STANDARD
23301,Accomac,VA,STANDARD
23302,Assawoman,VA,STANDARD
23303,Atlantic,VA,STANDARD
23304,Battery Park,VA,PO BOX
23306,Belle Haven,VA,STANDARD
23307,Birdsnest,VA,STANDARD
23308,Bloxom,VA,STANDARD
23310,Cape Charles,VA,STANDARD
23313,Capeville,VA,PO BOX
23314,Carrollton,VA,STANDARD
23315,Carrsville,VA,STANDARD
23316,Cheriton,VA,PO BOX
23320,Chesapeake,VA,STANDARD
23321,Chesapeake,VA,STANDARD
23322,Chesapeake,VA,STANDARD
23323,Chesapeake,VA,STANDARD
23324,Chesapeake,VA,STANDARD
23325,Chesapeake,VA,STANDARD
23326,Chesapeake,VA,UNIQUE
23327,Chesapeake,VA,PO BOX
23328,Chesapeake,VA,PO BOX
23336,Chincoteague Island,VA,STANDARD
23337,Wallops Island,VA,STANDARD
23341,Craddockville,VA,PO BOX
23345,Davis Wharf,VA,STANDARD
23347,Eastville,VA,PO BOX
23350,Exmore,VA,STANDARD
23354,Franktown,VA,STANDARD
23356,Greenbackville,VA,STANDARD
23357,Greenbush,VA,STANDARD
23358,Hacksneck,VA,STANDARD
23359,Hallwood,VA,STANDARD
23389,Harborton,VA,PO BOX
23395,Horntown,VA,STANDARD
23396,Oak Hall,VA,STANDARD
23397,Isle Of Wight,VA,PO BOX
23398,Jamesville,VA,PO BOX
23399,Jenkins Bridge,VA,STANDARD
23401,Keller,VA,PO BOX
23404,Locustville,VA,STANDARD
23405,Machipongo,VA,STANDARD
23407,Mappsville,VA,PO BOX
23408,Marionville,VA,PO BOX
23409,Mears,VA,STANDARD
23410,Melfa,VA,STANDARD
23412,Modest Town,VA,PO BOX
23413,Nassawadox,VA,PO BOX
23414,Nelsonia,VA,PO BOX
23415,New Church,VA,STANDARD
23416,Oak Hall,VA,STANDARD
23417,Onancock,VA,STANDARD
23418,Onley,VA,STANDARD
23419,Oyster,VA,PO BOX
23420,Painter,VA,STANDARD
23421,Parksley,VA,STANDARD
23422,Pungoteague,VA,PO BOX
23423,Quinby,VA,PO BOX
23424,Rescue,VA,PO BOX
23426,Sanford,VA,STANDARD
23427,Saxis,VA,PO BOX
23429,Seaview,VA,PO BOX
23430,Smithfield,VA,STANDARD
23431,Smithfield,VA,PO BOX
23432,Suffolk,VA,STANDARD
23433,Suffolk,VA,STANDARD
23434,Suffolk,VA,STANDARD
23435,Suffolk,VA,STANDARD
23436,Suffolk,VA,STANDARD
23437,Suffolk,VA,STANDARD
23438,Suffolk,VA,STANDARD
23439,Suffolk,VA,PO BOX
23440,Tangier,VA,PO BOX
23441,Tasley,VA,PO BOX
23442,Temperanceville,VA,STANDARD
23443,Townsend,VA,PO BOX
23450,Virginia Beach,VA,PO BOX
23451,Virginia Beach,VA,STANDARD
23452,Virginia Beach,VA,STANDARD
23453,Virginia Beach,VA,STANDARD
23454,Virginia Beach,VA,STANDARD
23455,Virginia Beach,VA,STANDARD
23456,Virginia Beach,VA,STANDARD
23457,Virginia Beach,VA,STANDARD
23458,Virginia Beach,VA,PO BOX
23459,Virginia Beach,VA,STANDARD
23460,Virginia Beach,VA,STANDARD
23461,Virginia Beach,VA,STANDARD
23462,Virginia Beach,VA,STANDARD
23463,Virginia Beach,VA,UNIQUE
23464,Virginia Beach,VA,STANDARD
23465,Virginia Beach,VA,UNIQUE
23466,Virginia Beach,VA,PO BOX
23467,Virginia Beach,VA,PO BOX
23471,Virginia Beach,VA,PO BOX
23479,Virginia Beach,VA,UNIQUE
23480,Wachapreague,VA,PO BOX
23482,Wardtown,VA,PO BOX
23483,Wattsville,VA,PO BOX
23486,Willis Wharf,VA,PO BOX
23487,Windsor,VA,STANDARD
23488,Withams,VA,STANDARD
23501,Norfolk,VA,PO BOX
23502,Norfolk,VA,STANDARD
23503,Norfolk,VA,STANDARD
23504,Norfolk,VA,STANDARD
23505,Norfolk,VA,STANDARD
23506,Norfolk,VA,PO BOX
23507,Norfolk,VA,STANDARD
23508,Norfolk,VA,STANDARD
23509,Norfolk,VA,STANDARD
23510,Norfolk,VA,STANDARD
23511,Norfolk,VA,STANDARD
23512,Norfolk,VA,UNIQUE
23513,Norfolk,VA,STANDARD
23514,Norfolk,VA,PO BOX
23515,Norfolk,VA,UNIQUE
23517,Norfolk,VA,STANDARD
23518,Norfolk,VA,STANDARD
23519,Norfolk,VA,STANDARD
23520,Norfolk,VA,STANDARD
23521,Norfolk,VA,STANDARD
23523,Norfolk,VA,STANDARD
23529,Norfolk,VA,UNIQUE
23541,Norfolk,VA,PO BOX
23551,Norfolk,VA,UNIQUE
23601,Newport News,VA,STANDARD
23602,Newport News,VA,STANDARD
23603,Newport News,VA,STANDARD
23604,Fort Eustis,VA,STANDARD
23605,Newport News,VA,STANDARD
23606,Newport News,VA,STANDARD
23607,Newport News,VA,STANDARD
23608,Newport News,VA,STANDARD
23609,Newport News,VA,PO BOX
23612,Newport News,VA,PO BOX
23628,Newport News,VA,UNIQUE
23630,Hampton,VA,UNIQUE
23651,Fort Monroe,VA,STANDARD
23661,Hampton,VA,STANDARD
23662,Poquoson,VA,STANDARD
23663,Hampton,VA,STANDARD
23664,Hampton,VA,STANDARD
23665,Hampton,VA,STANDARD
23666,Hampton,VA,STANDARD
23667,Hampton,VA,UNIQUE
23668,Hampton,VA,UNIQUE
23669,Hampton,VA,STANDARD
23670,Hampton,VA,PO BOX
23681,Hampton,VA,UNIQUE
23690,Yorktown,VA,STANDARD
23691,Yorktown,VA,STANDARD
23692,Yorktown,VA,STANDARD
23693,Yorktown,VA,STANDARD
23694,Lackey,VA,PO BOX
23696,Seaford,VA,STANDARD
23701,Portsmouth,VA,STANDARD
23702,Portsmouth,VA,STANDARD
23703,Portsmouth,VA,STANDARD
23704,Portsmouth,VA,STANDARD
23705,Portsmouth,VA,PO BOX
23707,Portsmouth,VA,STANDARD
23708,Portsmouth,VA,STANDARD
23709,Portsmouth,VA,STANDARD
23801,Fort Lee,VA,STANDARD
23803,Petersburg,VA,STANDARD
23804,Petersburg,VA,PO BOX
23805,Petersburg,VA,STANDARD
23806,Virginia State University,VA,UNIQUE
23821,Alberta,VA,STANDARD
23822,Ammon,VA,PO BOX
23824,Blackstone,VA,STANDARD
23825,Blackstone,VA,PO BOX
23827,Boykins,VA,STANDARD
23828,Branchville,VA,STANDARD
23829,Capron,VA,STANDARD
23830,Carson,VA,STANDARD
23831,Chester,VA,STANDARD
23832,Chesterfield,VA,STANDARD
23833,Church Road,VA,STANDARD
23834,Colonial Heights,VA,STANDARD
23836,Chester,VA,STANDARD
23837,Courtland,VA,STANDARD
23838,Chesterfield,VA,STANDARD
23839,Dendron,VA,STANDARD
23840,Dewitt,VA,STANDARD
23841,Dinwiddie,VA,STANDARD
23842,Disputanta,VA,STANDARD
23843,Dolphin,VA,STANDARD
23844,Drewryville,VA,STANDARD
23845,Ebony,VA,STANDARD
23846,Elberon,VA,STANDARD
23847,Emporia,VA,STANDARD
23850,Ford,VA,STANDARD
23851,Franklin,VA,STANDARD
23856,Freeman,VA,STANDARD
23857,Gasburg,VA,STANDARD
23860,Hopewell,VA,STANDARD
23866,Ivor,VA,STANDARD
23867,Jarratt,VA,STANDARD
23868,Lawrenceville,VA,STANDARD
23870,Jarratt,VA,UNIQUE
23872,Mc Kenney,VA,STANDARD
23873,Meredithville,VA,PO BOX
23874,Newsoms,VA,STANDARD
23875,Prince George,VA,STANDARD
23876,Rawlings,VA,STANDARD
23878,Sedley,VA,STANDARD
23879,Skippers,VA,STANDARD
23881,Spring Grove,VA,STANDARD
23882,Stony Creek,VA,STANDARD
23883,Surry,VA,STANDARD
23884,Sussex,VA,PO BOX
23885,Sutherland,VA,STANDARD
23887,Valentines,VA,STANDARD
23888,Wakefield,VA,STANDARD
23889,Warfield,VA,STANDARD
23890,Waverly,VA,STANDARD
23891,Waverly,VA,UNIQUE
23893,White Plains,VA,STANDARD
23894,Wilsons,VA,STANDARD
23897,Yale,VA,STANDARD
23898,Zuni,VA,STANDARD
